Date,Open,High,Low,Close,Adj Close,Volume,High Shifted,Low Shifted,Close Shifted,Upper BBand,Middle BBand,Lower BBand,RSI,Macd,Macd Signal,Macd Hist,Momentum,Signal
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,46.632118225097656,127200,90.94000244140625,90.20999908447266,90.68000030517578,90.80857351242491,88.1520004272461,85.49542734206727,74.60050867182278,1.3063292416171208,1.1937585405295665,0.11257070108755429,3.220001220703125,0
2002-09-26,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,46.5228385925293,429000,90.36000061035156,89.26000213623047,89.58000183105469,90.7720556373412,88.35900039672852,85.94594515611584,64.09393291756112,1.2539844654420307,1.2058037255120593,0.048180739929971406,2.25,0
2002-09-27,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,46.8715934753418,298200,89.52999877929688,88.61000061035156,89.37000274658203,90.69403254557416,88.53400039672852,86.37396824788287,62.29029322300846,1.1819311159401735,1.2010292035976822,-0.019098087657508644,1.6200027465820312,1
2002-09-30,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,47.059017181396484,297800,90.04000091552734,89.4800033569336,90.04000091552734,90.76199781918208,88.7080005645752,86.65400330996832,65.61492629434763,1.1654569084008415,1.193914744558314,-0.02845783615747255,2.75,1
2002-10-01,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,46.47533416748047,257500,90.9000015258789,90.08000183105469,90.4000015258789,90.91144458966212,88.8740005493164,86.83655650897069,67.28396180321448,1.1679862029390762,1.1887290362344665,-0.020742833295390284,2.4300003051757812,0
2002-10-02,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,46.7418212890625,91000,89.30000305175781,88.80000305175781,88.94000244140625,90.92020985060265,88.91900062561035,86.91779140061806,55.514958917703524,1.0401902964462835,1.1590212882768298,-0.11883099183054635,0.160003662109375,1
2002-10-03,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,46.62688064575195,29900,89.4800033569336,88.83999633789062,89.44999694824219,90.96005367144905,88.99050064086914,87.02094761028924,58.26136026371349,0.9688946004921632,1.1209959507198966,-0.1521013502277333,0.5199966430664062,1
2002-10-04,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,46.77317810058594,131000,89.51000213623047,88.80000305175781,89.2300033569336,90.98586890680596,89.02700080871583,87.06813271062569,56.637010522187936,0.8844452690220947,1.0736858143803363,-0.18924054535824153,0.1300048828125,0
2002-10-07,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,46.851585388183594,433800,89.72000122070312,88.4000015258789,89.51000213623047,90.95999222769125,89.1295009613037,87.29900969491617,58.23311672009552,0.8305381994778145,1.025056291399832,-0.19451809192201752,0.3899993896484375,1
2002-10-08,89.5,90.5199966430664,89.36000061035156,89.69000244140625,46.86720275878906,530900,89.95999908447266,89.45999908447266,89.66000366210938,90.89070661621844,89.24600105285644,87.60129548949445,59.101622808213875,0.7908044268340007,0.9782059184866657,-0.18740149165266506,-0.05999755859375,0
2002-10-09,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,47.10759735107422,402900,90.5199966430664,89.36000061035156,89.69000244140625,90.8460793206004,89.34300117492675,87.83992302925311,59.2839698888644,0.7530550269363516,0.9331757401766029,-0.18012071324025125,0.3899993896484375,1
2002-10-10,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,46.73659896850586,97100,90.37999725341797,89.94999694824219,90.1500015258789,90.69626389484436,89.48600120544434,88.27573851604431,62.07614878705798,0.7515925462686397,0.8968591013950102,-0.14526655512637054,0.0500030517578125,0
2002-10-11,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,46.182701110839844,421800,90.16999816894531,89.27999877929688,89.44000244140625,90.55141796055395,89.55950126647949,88.56758457240502,55.72419773035955,0.6852434672546082,0.8545359745669299,-0.1692925073123217,-1.2399978637695312,0
2002-10-14,88.5,88.55000305175781,88.06999969482422,88.25,46.114749908447266,18300,89.22000122070312,88.05999755859375,88.37999725341797,90.60674991172797,89.53950119018555,88.47225246864312,47.851667460189375,0.5408927098142868,0.7918073216164012,-0.2509146118021144,-1.2000045776367188,0
2002-10-15,87.0,87.30000305175781,86.1500015258789,86.16000366210938,45.02262878417969,297100,88.55000305175781,88.06999969482422,88.25,90.68561143571237,89.50550117492676,88.32539091414115,46.97517181832103,0.4112632162785417,0.7156985005488293,-0.30443528427028765,-1.1200027465820312,0
2002-10-16,86.5999984741211,86.5999984741211,85.88999938964844,86.19999694824219,45.043521881103516,125200,87.30000305175781,86.1500015258789,86.16000366210938,91.2324834956727,89.35850143432617,87.48451937297965,35.66457008940073,0.13829153238002334,0.6002171069150681,-0.4619255745350448,-3.8799972534179688,0
2002-10-17,85.13999938964844,85.55999755859375,85.06999969482422,85.1500015258789,44.4948844909668,233400,86.5999984741211,85.88999938964844,86.19999694824219,91.53852741694814,89.21250114440917,86.8864748718702,35.98221669120245,-0.07396079579632442,0.4653815263727896,-0.539342322169114,-4.200004577636719,0
2002-10-18,85.0199966430664,85.38999938964844,84.27999877929688,85.37000274658203,44.609859466552734,459100,85.55999755859375,85.06999969482422,85.1500015258789,91.89103033273369,88.98400115966797,86.07697198660225,31.57448383818514,-0.3231728154301692,0.30767065801219784,-0.630843473442367,-3.7900009155273438,0
