Date,Open,High,Low,Close,Adj Close,Volume,High Shifted,Low Shifted,Close Shifted,Upper BBand,Middle BBand,Lower BBand,RSI,Macd,Macd Signal,Macd Hist,Momentum,Signal
2001-03-01,0.31808000802993774,0.3348209857940674,0.30691999197006226,0.3348209857940674,0.2870638072490692,330461600,0.3470979928970337,0.3236609995365143,0.32589301466941833,0.38696794595642314,0.3523439019918442,0.3177198580272652,46.04048223699827,0.0027493743637300727,0.00916783905081923,-0.006418464687089157,-0.015625,0
2001-03-02,0.327008992433548,0.36495500802993774,0.32589301466941833,0.34375,0.29471930861473083,406201600,0.3348209857940674,0.30691999197006226,0.3348209857940674,0.3814811242331594,0.34977690130472183,0.3180726783762843,49.330649895342376,0.0019122338891388035,0.007716718018483145,-0.005804484129344341,-0.016742020845413208,1
2001-03-05,0.34598198533058167,0.3660709857940674,0.34375,0.3638390004634857,0.3119428753852844,324172800,0.36495500802993774,0.32589301466941833,0.34375,0.3772653756244388,0.34810280203819277,0.31894022845194675,52.45318156172755,0.0019468487942583823,0.006562744173638192,-0.00461589537937981,0.002231985330581665,1
2001-03-06,0.36997801065444946,0.3939729928970337,0.36941999197006226,0.3839290142059326,0.32916736602783203,731802400,0.3660709857940674,0.34375,0.3638390004634857,0.37648311980437454,0.3478795513510704,0.31927598289776626,58.63026855026134,0.0035543237706356923,0.005961060093037692,-0.0024067363224019997,0.015625,1
2001-03-07,0.38058000802993774,0.3861609995365143,0.3705359995365143,0.3794640004634857,0.3253392279148102,419540800,0.3939729928970337,0.36941999197006226,0.3839290142059326,0.3813124763964806,0.3490514516830444,0.31679042696960824,63.70810275335733,0.006375858551860014,0.006044019784802157,0.00033183876705785743,0.025670021772384644,1
2001-03-08,0.36941999197006226,0.37723198533058167,0.36495500802993774,0.3716520071029663,0.31864142417907715,204859200,0.3861609995365143,0.3705359995365143,0.3794640004634857,0.3818261818975022,0.34916305243968965,0.31649992298187707,61.8898978273488,0.008157619936021654,0.006466739815046056,0.001690880120975598,0.040178000926971436,0
2001-03-09,0.3683040142059326,0.36941999197006226,0.35714301466941833,0.36160698533058167,0.31002920866012573,299135200,0.37723198533058167,0.36495500802993774,0.3716520071029663,0.3820313140804296,0.34921885281801224,0.31640639155559486,58.73166447035102,0.008837443545155088,0.006940880561067862,0.0018965629840872258,0.044643014669418335,0
2001-03-12,0.3515630066394806,0.3549109995365143,0.3236609995365143,0.3325890004634857,0.2851501405239105,391020000,0.36941999197006226,0.35714301466941833,0.36160698533058167,0.3806419700015065,0.3487724021077156,0.3169028342139247,54.85536551656196,0.008468044994455082,0.007246313447745306,0.0012217315467097757,0.024552971124649048,0
2001-03-13,0.3370540142059326,0.34933000802993774,0.3247770071029663,0.34933000802993774,0.299503356218338,443329600,0.3549109995365143,0.3236609995365143,0.3325890004634857,0.38083329449286124,0.34832595139741895,0.31581860830197667,45.51077568275547,0.005767303234628873,0.00695051140512202,-0.0011832081704931463,-0.003349006175994873,0
2001-03-14,0.33035698533058167,0.3660709857940674,0.329241007566452,0.36495500802993774,0.31289970874786377,477775200,0.34933000802993774,0.3247770071029663,0.34933000802993774,0.38069173075118623,0.3482143014669418,0.3157368721826974,50.7258369253721,0.004921078206053198,0.006544624765308255,-0.0016235465592550572,0.013392001390457153,0
2001-03-15,0.37276801466941833,0.3816959857940674,0.3515630066394806,0.3515630066394806,0.3014179468154907,529317600,0.3660709857940674,0.329241007566452,0.36495500802993774,0.38249767007031704,0.3493861511349678,0.31627463219961854,55.04999578767118,0.005448439471914923,0.006325387706629588,-0.000876948234714665,0.016741007566452026,1
2001-03-16,0.3392859995365143,0.3627229928970337,0.3370540142059326,0.3504459857940674,0.30046015977859497,470316000,0.3816959857940674,0.3515630066394806,0.3515630066394806,0.382673587559713,0.34955360144376757,0.31643361532782216,50.92499951057344,0.004731215971320923,0.006006553359567855,-0.0012753373882469317,0.005581021308898926,0
2001-03-19,0.3526790142059326,0.3683040142059326,0.3482140004634857,0.3671880066394806,0.31481412053108215,356008800,0.3627229928970337,0.3370540142059326,0.3504459857940674,0.3820464660258314,0.3491629511117935,0.3162794361977556,50.58452514151639,0.004026264660152268,0.005610495619684738,-0.0015842309595324698,0.024552971124649048,1
2001-03-20,0.36997801065444946,0.373883992433548,0.3515630066394806,0.3515630066394806,0.3014179468154907,499206400,0.3683040142059326,0.3482140004634857,0.3671880066394806,0.3840096586625481,0.35055805146694186,0.3171064442713356,55.39780292559221,0.004763614843797781,0.005441119464507346,-0.0006775046207095651,0.03236702084541321,1
2001-03-21,0.35323700308799744,0.37276801466941833,0.34598198533058167,0.359375,0.308115690946579,371375200,0.373883992433548,0.3515630066394806,0.3515630066394806,0.383444422056768,0.35178575217723845,0.3201270822977089,50.45804979216805,0.004040585901140592,0.005161012751833996,-0.0011204268506934036,0.00781300663948059,0
2001-03-22,0.3638390004634857,0.38839301466941833,0.360491007566452,0.3861609995365143,0.3310808837413788,723301600,0.37276801466941833,0.34598198533058167,0.359375,0.38397274658042096,0.35290180146694183,0.3218308563534627,52.72763532555756,0.004051242628374918,0.00493905872714218,-0.0008878160987672622,-0.004464000463485718,1
2001-03-23,0.3939729928970337,0.420758992433548,0.39285698533058167,0.4107140004634857,0.35213184356689453,944888000,0.38839301466941833,0.360491007566452,0.3861609995365143,0.38863735365489593,0.3554129511117935,0.32218854856869106,59.56732780418136,0.006150198800734918,0.005181286741860728,0.0009689120588741908,0.002231985330581665,1
2001-03-26,0.4130359888076782,0.42410698533058167,0.3773210048675537,0.38892900943756104,0.33345410227775574,734451200,0.420758992433548,0.39285698533058167,0.4107140004634857,0.3989478932198428,0.3591517508029938,0.31935560838614474,64.6204821642789,0.009683236345325419,0.006081676662553666,0.003601559682771753,0.03125,1
2001-03-27,0.39178600907325745,0.4116069972515106,0.39107099175453186,0.408392995595932,0.35014188289642334,543821600,0.42410698533058167,0.3773210048675537,0.38892900943756104,0.4026672069107866,0.3611875012516975,0.3197077955926084,57.72688740284131,0.010603101389927039,0.00698596160802834,0.0036171397818986987,0.017277002334594727,0
2001-03-28,0.39428600668907166,0.4017859995365143,0.3839290142059326,0.39589300751686096,0.33942487835884094,584662400,0.4116069972515106,0.39107099175453186,0.408392995595932,0.40992652210223557,0.36430805176496506,0.31868958142769455,61.662056950135394,0.01275564296867382,0.008139897880157437,0.004615745088516383,0.04678601026535034,1
2001-03-29,0.38874998688697815,0.41874998807907104,0.3839290142059326,0.4023210108280182,0.34493592381477356,613065600,0.4017859995365143,0.3839290142059326,0.39589300751686096,0.41181286610851964,0.3678080514073372,0.32380323670615474,57.93228421331408,0.013299593669718501,0.00917183703806965,0.004127756631648851,0.06330400705337524,0
2001-03-30,0.4026789963245392,0.4057140052318573,0.381071001291275,0.39410701394081116,0.33789369463920593,400349600,0.41874998807907104,0.3839290142059326,0.4023210108280182,0.414903308343665,0.37118305265903473,0.32746279697440445,59.295783569691395,0.014086978743282075,0.010154865379112135,0.00393211336416994,0.052991002798080444,1
2001-04-02,0.39446398615837097,0.4046429991722107,0.3821429908275604,0.38553598523139954,0.3305450975894928,340911200,0.4057140052318573,0.381071001291275,0.39410701394081116,0.4166041618935117,0.3737009033560753,0.33079764481863894,56.76391324101291,0.013888092895461779,0.010901510882382063,0.002986582013079716,0.029152005910873413,0
2001-04-03,0.381428986787796,0.3821429908275604,0.35946398973464966,0.36142900586128235,0.30987659096717834,368687200,0.4046429991722107,0.3821429908275604,0.38553598523139954,0.41773391214195854,0.374785752594471,0.33183759304698346,54.16495596380674,0.012890272999177,0.011299263305741051,0.0015910096934359484,0.033972978591918945,0
2001-04-04,0.35285699367523193,0.36160698533058167,0.3348209857940674,0.3482140004634857,0.2985464930534363,685484800,0.3821429908275604,0.35946398973464966,0.36142900586128235,0.41677040996805303,0.3736607521772385,0.33055109438642394,47.568098056127745,0.010038543694794344,0.011047119383551709,-0.0010085756887573648,0.010983020067214966,0
