Date,Open,High,Low,Close,Adj Close,Volume,High Shifted,Low Shifted,Close Shifted,Upper BBand,Middle BBand,Lower BBand,RSI,Macd,Macd Signal,Macd Hist,Momentum,Returns,Signal
2001-03-01,104.44999694824219,105.0999984741211,103.11000061035156,104.68000030517578,65.50914001464844,2547100,107.0999984741211,104.2699966430664,105.0,111.3449829450194,107.94999961853027,104.55501629204115,41.642262704591,-0.3887402681995127,0.05136481951233329,-0.440105087711846,-3.0199966430664062,-0.021781193323563194,0
2001-03-02,103.5199966430664,105.98999786376953,103.01000213623047,104.80000305175781,65.58421325683594,2799900,105.0999984741211,103.11000061035156,104.68000030517578,111.41132073666623,107.7504997253418,104.08967871401737,40.65324504608927,-0.5194541229014504,-0.06279896897042346,-0.45665515393102696,-4.9499969482421875,-0.008943660460455556,0
2001-03-05,105.25,105.88999938964844,104.88999938964844,105.56999969482422,66.06607818603516,1067900,105.98999786376953,103.01000213623047,104.80000305175781,111.20972719183547,107.48950004577637,103.76927289971727,41.21707381651068,-0.606372688847685,-0.17151371294587578,-0.4348589759018092,-4.4799957275390625,0.016573674237775633,1
2001-03-06,106.5,107.13999938964844,105.80999755859375,106.1500015258789,66.42904663085938,1794900,105.88999938964844,104.88999938964844,105.56999969482422,111.10786646018988,107.33650016784668,103.56513387550348,44.83841404367734,-0.6061368166937342,-0.25843833369544744,-0.34769848299828676,-2.7099990844726562,0.011806512586989044,1
2001-03-07,106.80000305175781,107.5999984741211,106.30000305175781,107.44999694824219,67.24262237548828,2587600,107.13999938964844,105.80999755859375,106.1500015258789,110.78136347468721,107.15400009155273,103.52663670841825,47.46385091222859,-0.5527765221676901,-0.31730597138989597,-0.23547055077779416,-3.1899948120117188,0.002812969951125705,1
2001-03-08,107.01000213623047,108.77999877929688,107.01000213623047,108.61000061035156,67.96852111816406,2447400,107.5999984741211,106.30000305175781,107.44999694824219,110.50478517626605,107.04749984741211,103.59021451855817,52.87750222521856,-0.40096723752522223,-0.3340382246169612,-0.06692901290826103,-0.7000045776367188,0.0019643529012091715,1
2001-03-09,108.0,108.0,105.75,106.1500015258789,66.42904663085938,3106100,108.77999877929688,107.01000213623047,108.61000061035156,110.32976860380643,106.99699974060059,103.66423087739474,57.12326719614722,-0.18492300742310874,-0.3042151811781907,0.11929217375508194,1.160003662109375,0.00920891912240503,1
2001-03-12,105.44999694824219,107.83999633789062,101.4000015258789,101.9000015258789,63.76945114135742,4689200,108.0,105.75,106.1500015258789,110.12124496555641,106.86799964904785,103.61475433253928,47.37481916474442,-0.20978944348425443,-0.28533003363940346,0.07554059015514902,0.8499984741210938,-0.023894349139766614,0
2001-03-13,102.55000305175781,103.25,101.0999984741211,102.86000061035156,64.37016296386719,6299600,107.83999633789062,101.4000015258789,101.9000015258789,110.41943989175677,106.56199989318847,102.70455989462017,35.95777022920992,-0.565912270102146,-0.34144648093195196,-0.224465789170194,-3.75,-0.027886363707333373,0
2001-03-14,100.25,102.30000305175781,99.12999725341797,100.19000244140625,62.69923400878906,9402900,103.25,101.0999984741211,102.86000061035156,110.13245810310036,106.22350006103515,102.31454201896995,39.504251911554164,-0.7618956144733033,-0.4255363076402222,-0.33635930683308113,-1.69000244140625,-0.022683448090441132,0
2001-03-15,101.23999786376953,101.31999969482422,99.9000015258789,100.4000015258789,62.8306999206543,3576900,102.30000305175781,99.12999725341797,100.19000244140625,110.22611303861416,105.76900024414063,101.3118874496671,33.88405554708072,-1.1197525545720026,-0.5643795570265783,-0.5553729975454244,-6.5099945068359375,0.009826848389587948,1
2001-03-16,99.6500015258789,100.61000061035156,98.1500015258789,98.37999725341797,61.6593017578125,4029600,101.31999969482422,99.9000015258789,100.4000015258789,110.24830702215513,105.37500038146973,100.50169374078433,34.671287777104304,-1.3706120244968503,-0.7256260505206327,-0.6449859739762176,-6.1999969482421875,-0.01582985260508058,0
2001-03-19,98.91000366210938,100.0,97.91000366210938,99.75,62.51797866821289,4135000,100.61000061035156,98.1500015258789,98.37999725341797,110.22974759699599,104.82700042724609,99.42425325749619,30.86436883078159,-1.7126747759505605,-0.9230357956066182,-0.7896389803439423,-6.620002746582031,-0.007453679194774774,0
2001-03-20,100.05000305175781,100.69999694824219,96.94999694824219,96.95999908447266,60.76934051513672,4743300,100.0,97.91000366210938,99.75,110.01331787061193,104.40700035095215,98.80068283129236,35.997194367018,-1.851867028490929,-1.1088020421834803,-0.7430649863074488,-4.930000305175781,0.01145970875565767,1
